,cost
337,6753.419742926451
338,6731.82825403685
339,6709.287283591038
340,6714.435648884154
341,6714.3644325637715
342,6733.921478519715
343,6700.453704512018
344,6733.815499890152
345,6714.197278932857
346,6721.8536589878095
347,6736.43520741659
348,6751.507760667547
349,6731.79889280492
350,6713.001281454298
351,6701.506235353291
352,6727.254919647508
353,6726.277222527539
354,6751.639585604305
355,6731.323453277108
356,6708.94802318493
357,6693.163040380969
358,6692.321000159721
359,6732.046406151584
360,6728.177644235459
361,6728.76603566467
362,6710.376798951417
363,6734.543045603232
364,6722.020959428636
365,6709.147960788581
366,6737.325261522363
367,6744.456153456876
368,6705.880632608409
369,6720.123727006191
370,6723.170667489134
371,6714.117438490669
372,6712.720087008341
373,6729.803890663583
374,6702.823509562621
375,6722.920379355489
376,6727.765081834013
377,6683.640793834435
378,6721.746431966887
379,6709.814010923669
380,6719.212249394096
381,6718.049540115606
382,6739.260292549377
383,6711.677678236887
384,6718.2359400736095
385,6712.425322474946
386,6727.086898529736
387,6684.4825210221325
388,6694.029511587562
389,6693.823184012878
390,6699.336118902775
391,6734.245804049061
392,6705.871892074524
393,6698.150157133344
394,6690.904041568257
395,6691.157364601449
396,6733.311972003444
397,6719.061043753021
398,6716.294369792838
399,6701.504575645331
400,6736.308735591561
401,6743.047807668161
402,6717.1894183567265
403,6711.682727540565
404,6707.455614672741
405,6734.355974967664
406,6721.325348342096
407,6731.509939849149
408,6738.37315616794
409,6723.581290201217
410,6715.384072924028
411,6722.259761306671
412,6706.250252076997
413,6732.199122157523
414,6706.797997830671
415,6734.871961907501
416,6724.836513525725
417,6725.391808995015
418,6714.245996126773
419,6733.977891249783
420,6716.7816856453255
421,6719.548877777381
422,6693.741389713665
423,6742.25591701588
424,6731.73268582478
425,6726.628172088501
426,6709.937908706167
427,6704.2275750727185
428,6732.8298495117315
429,6747.841526314926
430,6732.229191674819
431,6714.748011246122
432,6727.973448308278
433,6706.223679644065
434,6737.27678867905
435,6723.742637759082
436,6723.365512697117
437,6735.848059346775
438,6712.207175800694
439,6705.080915614544
440,6725.235934952827
441,6719.517033570931
442,6713.5250420064485
443,6686.858493371072
444,6735.926276753995
445,6714.376461382117
446,6735.195755952185
447,6697.616380843954
448,6714.176154691206
449,6720.415767615963
450,6723.154926360197
451,6729.3366318819935
452,6732.447202782484
453,6734.192237871313
454,6719.921965151771
455,6733.873463963988
456,6717.743962605982
457,6746.321961759903
458,6700.15333450708
459,6718.643273157909
460,6731.207517212189
461,6702.452970343924
462,6717.391861369526
463,6751.0989436380505
464,6717.202655827749
465,6720.026862572235
466,6714.269839088368
467,6702.204523027276
468,6714.371657714595
469,6700.430776336956
470,6723.11142459396
471,6703.806097506575
472,6713.33405245318
473,6696.563113563009
474,6710.384241788221
475,6713.4585168805
476,6719.56058326985
477,6722.314555605049
478,6704.402348036151
479,6701.444417855083
480,6726.947878851749
481,6739.996692447726
482,6727.31932894932
483,6722.709332565271
484,6716.78669284393
485,6723.854204855425
486,6703.325722225662
487,6734.433941574725
488,6720.580764868221
489,6690.386716444748
490,6736.614135712143
491,6710.861963787997
492,6737.459503260491
493,6729.443130065632
494,6721.902781772592
495,6693.1452398500805
496,6708.07783421208
497,6720.668603216799
498,6718.846949069268
499,6725.958260381845
500,6732.138088653099
501,6712.342300071528
502,6708.748178465802
503,6750.888415681012
504,6709.33888473585
505,6714.53109337503
506,6709.455364796815
507,6752.49931734106
508,6725.38761018233
509,6701.053476820096
510,6725.391706465242
511,6704.8987880922505
512,6714.843622866449
513,6723.588475965488
514,6739.21664551633
515,6700.29833242121
516,6748.525099262763
517,6745.240375021178
518,6716.757806404028
519,6738.605171275801
520,6731.210997358946
521,6721.920922874506
522,6714.708082490962
523,6719.436890197238
524,6712.524480359985
525,6707.263757025224
526,6751.241268427539
527,6715.0976883932535
528,6712.168584914201
529,6722.939179510755
530,6731.303383405997
531,6731.648022859978
532,6732.490625234072
533,6711.2479888399375
534,6707.942041707093
535,6745.539831043053
536,6740.079887128924
537,6715.4208779323035
538,6730.838850262131
539,6727.172968416109
540,6730.090043007122
541,6731.79338705179
542,6720.236723945813
543,6730.649351578384
544,6737.170062887103
545,6686.819942166511
546,6719.977003215471
547,6746.869228979682
548,6730.145375665873
549,6718.414269100048
550,6723.020780806521
551,6730.022291180907
552,6714.808709580892
553,6732.171146184457
554,6711.076194277407
555,6723.2363733262755
556,6720.071594948383
557,6718.791965158763
558,6730.215703689768
559,6706.510380943102
560,6701.436817826416
561,6708.2273356867645
562,6700.958001591805
563,6720.584904778995
564,6729.892945420702
565,6736.809468104681
566,6709.896320879732
567,6712.41815002843
568,6736.492984888486
569,6720.272912258529
570,6728.371833831761
571,6710.448415057886
572,6738.504908236737
573,6715.478925004651
574,6722.610644808147
575,6708.95799078698
576,6705.611141911018
577,6726.211715472237
578,6723.642406324493
579,6710.108052658688
580,6734.824650490001
581,6703.360439838911
582,6738.380485496461
583,6709.5933319123915
584,6709.877372720408
585,6734.508562483283
586,6733.8309533860665
587,6709.84203630286
588,6728.197754381758
589,6701.894183482769
590,6682.818604695973
591,6721.86432637037
592,6713.606370367328
593,6714.08649535375
594,6733.272292603588
595,6701.243360076983
596,6716.166660491417
597,6735.95580165241
598,6718.613569162202
599,6695.461997297156
600,6748.552558552391
601,6738.09882014634
602,6727.791923174484
603,6712.39191740407
604,6729.839469138429
605,6720.61999545181
606,6728.7300846571825
607,6751.519401428484
608,6724.847425773465
609,6746.4574299292035
610,6726.338974596482
611,6753.9869895700685
612,6707.394652864698
613,6700.084726462466
614,6703.663648400299
615,6723.112003852169
616,6682.6519523514235
617,6724.358250372865
618,6734.8229672941225
619,6719.377878900129
620,6726.856703880126
621,6712.437366423431
622,6700.860022675545
623,6735.133294065059
624,6720.585901583359
625,6718.527821731985
626,6730.261250754365
627,6693.47197557875
628,6723.012751356177
629,6710.383639242786
630,6719.000629522397
631,6753.418194970355
632,6756.705892991213
633,6731.147797852891
634,6717.813299057447
635,6722.538953196172
636,6703.9239584680545
637,6720.601793816585
638,6712.887649846287
639,6713.316807506217
640,6723.189494318679
641,6684.2766260386115
642,6720.049945141511
643,6723.987420264562
644,6682.938206054653
645,6738.848613679365
646,6711.357513006877
647,6758.163705089217
648,6702.098435996823
649,6707.246810384812
650,6726.067380729735
651,6717.082054121787
652,6723.338363364403
653,6714.706841322763
654,6715.750894269107
655,6717.923422495592
656,6754.513096870629
657,6718.13496839858
658,6689.4518252521775
659,6707.96551824221
660,6730.592621436194
661,6736.65500331436
662,6722.169808502778
663,6739.733987513791
664,6711.528682542206
665,6715.8285851194
666,6742.432908764259
667,6700.446288652642
668,6750.392100007885
669,6698.429439649878
670,6699.001943049858
671,6699.880908772485
672,6721.489202770311
673,6717.748654812162
674,6704.789240323682
675,6754.181738045834
676,6737.521507324257
677,6728.030215763767
678,6723.801880808077
679,6748.980917123411
680,6711.248627415265
681,6719.211897083674
682,6708.797282013178
683,6739.569630518887
684,6752.418669684187
685,6712.730659546367
686,6727.7295971925
687,6713.474815255925
688,6708.161802040732
689,6688.819196075422
690,6729.611287876938
691,6686.384834364346
692,6724.588448306475
693,6704.975727450557
694,6715.717910815662
695,6726.800611433957
696,6726.276322789174
697,6722.181998558739
698,6709.586620356674
699,6698.79298645792
700,6736.271977036581
701,6695.1017173933005
702,6710.110353624798
703,6728.228963347269
704,6719.345722597579
705,6707.668296630767
706,6737.698596506669
707,6713.735847703279
708,6705.38734270041
709,6713.791002045795
710,6720.608737812116
711,6715.551279538678
712,6708.904446696932
713,6711.702013700085
714,6721.86045673729
