,cost
628,6828.314442796219
629,6676.182506437717
630,6860.491712858695
631,6723.038157333163
632,6777.069898289286
633,6791.054660613281
634,6790.577950153203
635,6985.476414725608
636,6712.357741933232
637,6624.777973521564
638,6811.69167174769
639,6646.574573409611
640,6777.311775675348
641,6859.55907937512
642,6732.665026587163
643,6876.094761025588
644,6648.81598229666
645,6847.92187043255
646,6802.988583597334
647,6725.367965303059
648,6898.231519086117
649,6806.110872338959
650,6871.166921313258
651,6719.774735077816
652,6845.862579225668
653,6670.323399370774
654,6738.423651661963
655,6675.291228280191
656,6630.125961753296
657,6826.206881601891
658,6769.552962338778
659,6790.846607253467
660,6786.779230957209
661,6873.795835859596
662,6588.321780608539
663,6739.617229561682
664,6762.057762592413
665,6782.154758915299
666,6701.059775975886
667,6717.9200403568275
668,6946.84709056643
669,6732.602947902266
670,6733.67601141288
671,6740.078905542366
672,6756.992963172035
673,6550.5560827999025
674,6627.087222048189
675,6690.28755184116
676,6768.102880131571
677,6805.530607931293
678,6840.612757963948
679,6758.447654073318
680,6743.028699596027
681,6669.796518074755
682,6525.204103827171
683,6701.929474242892
684,6691.483918082271
685,6778.399219389726
686,6787.177732866683
687,6716.507232125171
688,6655.851598069086
689,6683.128608059845
690,6831.984953753731
691,6716.453083496045
692,6913.962189116684
693,6786.5600905164865
694,6840.816605734221
695,6824.97176943648
696,6702.122701281203
697,6684.639828200158
698,6665.0092230538285
699,6755.053288629736
700,6791.129608279453
701,6792.208482902051
702,6589.117978143513
703,6573.312225052872
704,6787.596031156026
705,6655.805115260263
706,6710.041607304374
707,6839.731596042348
708,6677.781751945386
709,6732.176791154273
710,6498.085750744051
711,6813.988308641849
712,6856.462379237961
713,6910.437568139329
714,6714.803345868549
715,6637.356104889296
716,6800.529111766517
717,6692.595021016305
718,6736.542217247607
719,6796.199196971038
720,6698.610356166976
721,6738.771459882521
722,6759.442470030415
723,6641.9279033843395
724,6758.4847550447375
725,6781.275714531322
726,6641.557582773263
727,6713.30174555694
728,6699.807397383503
729,6792.343012625506
