0,6753.991986
1,6735.555695
2,6742.549745
3,6792.320711
4,6675.624504
5,6874.211917
6,7044.214668
7,6930.203538
8,6951.256034
9,6880.731395
10,6730.435658
11,6761.924778
12,6666.573991
13,6756.754688
14,6551.244595
15,6647.228127
16,7062.642361
17,6780.112984
18,7032.801776
19,6771.833817
20,6667.585306
21,6516.966908
22,6633.515977
23,6755.052631
24,6681.526638
25,6526.239036
26,6896.484638
27,6811.161846
28,6779.954041
29,6830.748306
30,6804.341481
31,6975.72991
32,6510.332385
33,6641.852672
34,6902.791236
35,7020.636273
36,7014.003232
37,7035.150056
38,6693.659974
39,6858.376647
40,6677.186172
41,6548.431695
42,6704.955078
43,6649.369585
44,6680.609659
45,6744.198294
46,6641.420876
47,6619.086395
48,6933.360045
49,6657.018529
50,6891.43223
51,7002.286372
52,7066.225045
53,6695.886112
54,6801.640688
55,7026.275605
56,6777.526274
57,6776.777856
58,7139.240376
59,6774.832175
60,6973.619274
61,6969.940279
62,6800.067978
63,6715.963164
64,7114.477407
65,6749.988808
66,6744.786463
67,6862.814099
68,6586.120784
69,6931.310089
70,6735.98388
71,6802.4351
72,7108.445818
73,6963.125076
74,6951.916818
75,6989.629412
76,6888.656923
77,7031.228253
78,6687.433277
79,6869.15994
80,7024.115553
81,6991.536252
82,6946.842861
83,6729.934936
84,6855.647931
85,6935.177745
86,6677.091653
87,6766.923087
88,7000.069715
89,6779.23919
90,6749.506472
91,6503.749997
92,6825.653777
93,6765.162629
94,6994.882996
95,7215.444019
96,6766.324774
97,6533.251557
98,7232.754735
99,7066.116407
100,6715.83828
101,6647.276033
102,6746.665976
103,6752.00876
104,6781.175309
105,6786.983241
106,6661.680558
107,6811.932129
108,6685.822077
109,6533.942299
110,6831.431153
111,6853.380166
112,6698.321346
113,6767.516895
114,6749.342873
115,6658.667308
116,6757.724827
117,6639.278802
118,6637.608347
119,7197.711401
120,6639.679459
121,6853.475572
122,6704.564198
123,6868.353582
124,6652.374154
125,6876.021795
126,6859.488061
127,6787.67016
128,6761.275334
129,6827.735535
130,7101.425899
131,6710.134926
132,6610.055485
133,6700.898269
134,6620.521493
135,6880.029071
136,6722.554149
137,6856.35556
138,6824.178539
139,6608.908806
140,7169.387777
141,6865.51654
142,6820.317138
143,6830.844109
144,6930.354874
145,6843.838553
146,6797.017188
147,6745.55301
148,6884.674031
149,7006.562227
150,6731.885462
151,6872.698729
152,6661.788916
153,6666.066262
154,6672.335867
155,6953.719525
156,6756.079353
157,6759.491996
158,7193.2188
159,6847.226368
160,7041.717474
161,6561.116428
162,6790.52225
163,6937.998136
