,cost
636,1953.0122601910882
637,1850.3012316805823
638,1863.4239606772596
639,1959.9745833832728
640,1877.7223607236156
641,1912.4470331805385
642,1942.0396105305801
643,1951.1297548925895
644,1861.683759465101
645,1877.4628619477842
646,1963.0755832772568
647,1955.4474906434423
648,1940.6338682136154
649,1953.947100209664
650,1926.2770539812182
651,1874.3539856171446
652,1909.1685367413827
653,1853.7115627362105
654,1884.3016881881729
655,1975.0034920618866
656,1872.2745902237973
657,1830.4933568266251
658,1928.4173706474828
659,1852.640844867146
660,1900.3083067125465
661,1901.9980690162413
662,1838.4918446016063
663,1915.4772148598565
664,1951.8242213463657
665,1819.8860008419945
666,1813.4782977081704
667,1893.7187532343219
668,1910.6602007700612
669,1892.0358650601993
670,1866.722390793874
671,1887.65080930576
672,1864.2429445967857
673,1917.4862991481223
674,1815.5466098517372
675,1954.3252617381409
676,1923.7733352873704
677,1922.5465585599877
678,1804.1448553658151
679,1916.2385470273252
680,1874.5576527524645
681,1944.1867375717209
682,1878.03333676622
683,1978.7298296681308
684,1822.282182683704
685,1885.1547447371725
686,1900.0761643829685
687,1900.9696225681964
688,1965.6069402394432
689,1893.7215200932912
690,1919.7194770336614
691,1878.1638064795136
692,1973.0841951052012
693,1944.5040734774552
694,1870.9620160157588
695,1888.3017120953516
696,1849.4488827732619
697,1982.652352829904
698,1933.1108178566847
699,1873.2737978501414
700,1918.1709454173902
701,1892.8599406396663
702,1906.739316171972
703,1871.4756010020803
704,1854.3945503515022
705,1887.0714540838715
706,1935.4835836592015
707,1928.2842739148557
708,1840.5796868387906
709,1966.7760496696353
710,1841.8800496713134
711,1933.0416184588432
712,1882.0215408128252
713,1828.1207786140328
714,1849.9854737465153
715,1943.4817670999385
716,1905.128881455445
717,1907.4828018632688
718,1870.000190703194
719,1966.658688030263
720,1888.7362020905398
721,1986.5359181619608
722,1926.757807816212
723,1963.760480022989
724,1912.0823683855967
725,1864.778465862164
726,1885.6243985205433
727,1798.2257118569837
728,1912.92508952136
729,1895.9151042782878
730,1909.629294006551
731,1863.977912406127
732,1822.2799647639658
733,1891.52805761901
734,1902.4012752110018
735,1874.1407015819327
736,1868.5647865470207
737,1855.1140446840814
738,1890.7064486766374
739,1949.470911653638
740,1903.3612236424112
741,1884.3043645961807
742,1948.8104641534453
743,1811.9451039796343
744,1943.22156857463
745,1898.5161670382515
746,1884.8742610954052
747,1867.8148356000288
748,1909.0100458493157
749,1895.595353126631
750,1929.239439243545
751,1925.203448117443
752,1922.378724978499
753,1876.6865906323728
754,1874.6112653938417
755,1860.1106371854487
756,1894.7029774009163
757,1945.3607149826698
758,1951.6048883735436
759,1896.2759961112934
760,1908.4956590316235
761,1904.2660810491655
762,1937.7037046560317
763,1911.9267491164323
764,1906.4693936575848
765,1860.130312036517
766,1923.233423475485
767,1901.4877914141714
768,1877.64517724404
769,1868.4795728023464
770,1906.6928419785531
771,1846.2892053745497
772,1921.4476798818516
773,1866.2219066259545
774,1906.2290272537125
775,1890.5430874395745
776,1861.5879926979042
777,1935.9407887814773
778,1924.8017252946395
779,1886.973725059552
780,1926.879778256334
781,1857.8279781746453
782,1933.1989957014707
783,1820.0708816604938
784,1878.6147324874019
785,1961.6598856714277
786,1928.7313277443436
787,1845.6880397821496
788,1850.1341722102761
789,1806.1361417969995
790,1829.71575059231
791,1853.5112212517963
792,1842.2519843226205
793,1872.788811111708
794,1949.7667130885366
795,1895.0346713500633
796,1949.5806515607258
797,1883.6443328370847
798,1867.1659322275011
799,1831.4097982010264
800,1875.1711720416135
801,1961.872320926635
