,cost
916,1914.7816848373325
917,1896.8267441259177
918,1918.9665992767145
919,1910.4539290492694
920,1916.14814438608
921,1910.431501868019
922,1898.152636632923
923,1912.339504338081
924,1898.5696075676221
925,1918.3537274438866
926,1895.9353814387277
927,1886.1055044499246
928,1905.057125146328
929,1903.870065245313
930,1905.521224087686
931,1898.9338612145652
932,1898.8632862049253
933,1906.9368385279806
934,1910.6860976526516
935,1911.3796230170315
936,1898.6505664574324
937,1911.985836056393
938,1919.955613671883
939,1909.8185502739543
940,1923.4350813801516
941,1925.0570511972423
942,1901.643380261537
943,1898.5766113413667
944,1892.7581402080355
945,1914.2401276106084
946,1914.2731903806175
947,1909.307019469841
948,1899.5869811387706
949,1922.367259385394
950,1907.2730452461856
951,1910.7500216449139
952,1918.2970046161208
953,1921.0117149883858
954,1915.5460376949889
955,1898.816860724079
956,1901.511366069207
957,1914.4731118206244
958,1917.7368512589253
959,1905.9567684365288
960,1901.9318005323485
961,1906.0848266016037
962,1912.8487502848136
963,1897.1117850613828
964,1906.8746800870335
965,1915.0685427584922
966,1912.7700153209535
967,1908.1442309621214
968,1910.3322902880043
969,1907.4044990269983
970,1917.177060785681
971,1903.1507804578798
972,1911.4062306487187
973,1915.357748570183
974,1910.8295988508646
975,1908.973239340782
976,1929.0694448828574
977,1924.8703876643985
978,1924.47038894486
979,1922.4422540795272
980,1898.1154887680946
981,1892.7113048933293
982,1909.5012022665612
983,1915.478649047618
984,1912.436577142945
985,1917.7884878638106
986,1901.4826413161861
987,1918.237468290438
988,1910.6064231706396
989,1909.7530599897063
990,1901.7577882048897
991,1898.0719077436556
992,1911.5408641434717
993,1912.4004708835323
994,1918.0684506641703
995,1901.5959982774355
996,1897.8942223369252
997,1902.8681169712281
998,1912.2708423638082
999,1923.6323939665467
