,cost
739,1960.7836637613577
740,1898.230929189796
741,1859.421251866604
742,1960.0331186133553
743,1806.946929139642
744,1953.1831573831812
745,1886.545991722333
746,1877.9263115575652
747,1862.5682597811701
748,1911.6251520984918
749,1884.844159084113
750,1917.877206980279
751,1934.188483059311
752,1904.9252479794864
753,1878.7698493868998
754,1869.041774063578
755,1865.0997689963165
756,1876.5013436386573
757,1962.932591015912
758,1964.9439063507277
759,1902.7463221955109
760,1903.1948945481065
761,1906.515101635177
762,1950.822051187098
763,1919.7044100341975
764,1888.7656336424739
765,1867.2186660952877
766,1921.4838205917997
767,1890.551930970205
768,1883.4494890511542
769,1860.0686698494524
770,1900.198588317281
771,1838.8277745994528
772,1918.6991543022937
773,1866.5134168906682
774,1915.7372903012263
775,1880.6650149831094
776,1844.0834178897012
777,1941.4842884141433
778,1914.2572475732884
779,1867.9734560081752
780,1925.1652790088488
781,1852.645674558838
782,1932.1084477146494
783,1848.7521296647806
784,1871.0976058948686
785,1971.764396400769
786,1945.2093187630248
787,1807.6991973708305
788,1861.1372219257216
789,1824.1879610336134
790,1845.4554869688125
791,1872.1536987469199
792,1857.9288344875558
793,1899.5204219614918
794,1969.063758216167
795,1894.4542033017974
796,1952.9392081277392
797,1883.0298295371754
798,1879.511692182504
799,1857.8840429954412
800,1886.0228493249933
801,1976.3188276051067
802,1865.9272030922448
803,1878.2224301905994
804,1837.486811458716
805,1869.786400036485
806,1938.1494092472306
807,1953.9013050935823
808,1966.8706183556321
809,1937.646741523239
810,1909.8852863504278
811,1877.0684814974584
812,1909.1929660337987
813,1887.7259310702952
814,2065.4400645721657
815,1921.5271127376302
816,1892.6205187725589
817,1889.975002615095
818,1915.896820225761
819,1918.664500310611
820,1832.6365867423121
821,1926.1483297794996
822,1917.3121433242743
823,1841.8643269016577
824,1945.9251194775252
825,1904.710688960298
826,1984.1039177375906
827,1942.5036809427752
828,1924.0429256097493
829,1907.2206740543772
830,1995.9869414825428
831,1907.5966501075084
832,1951.6565634008339
833,1960.7251791667
834,1910.9203921755854
835,1962.2837454265823
836,1848.9708682522155
837,1914.985649884477
838,1825.4064427672747
839,1928.0438540425773
840,1858.485095116011
841,1935.3649142674299
842,1984.3141508755202
843,1913.2467424827275
844,1874.697890385178
845,1943.5647089571808
846,1885.6143890190313
847,1901.3231497915615
848,1867.4550845601716
849,1882.2694582052995
850,1897.3512267841497
851,1927.1668219271096
852,1915.2846167597118
853,1929.7922763881643
854,1861.2123006912927
855,1932.3091407894913
856,1918.1201111674363
857,1881.7259869900995
858,1893.7480666674803
859,1877.2945602967848
860,1874.3193567668573
861,1998.592980653819
862,1917.8550316498477
863,1993.6718882877017
864,1973.0626028272136
865,1900.183294018205
866,1936.5106674455085
867,1912.5904544551506
868,2023.4310599132975
869,1865.2113085010856
870,1957.323252755366
871,1836.0390707813121
872,1939.6814176809603
873,1876.8518267335644
874,2031.971410340843
875,1870.9576142672024
876,1946.1458120041711
877,1936.520612848944
878,1883.9198018115703
879,1923.3042197896623
880,1915.3099050946178
881,1905.1194928283946
882,1865.9055187444853
883,1927.92730826597
884,1929.1055800935872
885,1960.7622340277967
886,1874.0418073330916
887,1919.1833939524258
888,1887.2802884130788
889,1963.7466005595033
890,1901.9597709320742
891,1940.7651039454765
892,1939.6670837374318
893,1864.0411690578017
894,1939.3562853405692
895,1833.808676589065
896,1950.0468910935026
897,1891.2716228123818
898,1838.7301496676148
899,1907.0902860396923
900,1888.9237860060894
901,1880.0469288797817
902,1947.2375827287144
903,1864.596163260994
904,1856.3692036702773
905,1939.3562392291026
906,1919.8976770220138
907,1962.920118897458
908,1878.7436756530212
909,1942.6889491575698
910,1931.794501216399
911,1880.1238557668653
912,1874.1158858083984
913,1890.757832030876
914,1853.7631478702301
915,1974.7227687526756
916,2020.5301572066958
917,1924.7946491699056
918,1920.848528897853
919,1919.8735691049799
920,1872.946856472201
921,1894.2604070224565
922,1868.3151183546165
923,1892.507856939028
924,1970.978769773283
925,1916.545145637605
926,2007.1772047740185
927,1855.4308673757882
928,1912.86459607367
929,1878.089513079541
930,1889.2554488376215
931,1868.3530822951602
932,1989.2390240949035
933,1906.1731570231232
934,1859.1327839240366
935,1851.6769757553054
936,1896.508414585527
937,1920.2743537035922
938,1932.3022513263843
939,1978.184491897982
